PLAY_ID	SONG_ID	CLIENT_ID	PLAY_TS
44BB190BC27D3964E053CF0A000AB546	2649	122	09/08/2016 00:28:33
44BB190BC27E3964E053CF0A000AB546	9367	75	10/08/2016 06:41:30
44BB190BC27F3964E053CF0A000AB546	8715	508	08/08/2016 06:07:17
44BB190BC2803964E053CF0A000AB546	9442	475	10/08/2016 19:07:24
44BB190BC2813964E053CF0A000AB546	6163	619	11/08/2016 09:11:06
44BB190BC2823964E053CF0A000AB546	3972	351	08/08/2016 12:43:26
44BB190BC2833964E053CF0A000AB546	9684	753	09/08/2016 15:02:14
44BB190BC2843964E053CF0A000AB546	8434	132	10/08/2016 04:43:39
44BB190BC2853964E053CF0A000AB546	7511	735	11/08/2016 17:17:22
44BB190BC2863964E053CF0A000AB546	6092	463	11/08/2016 21:24:07
44BB190BC2873964E053CF0A000AB546	1778	51	09/08/2016 10:52:45
44BB190BC2883964E053CF0A000AB546	2054	78	08/08/2016 13:56:59
44BB190BC2893964E053CF0A000AB546	2265	108	11/08/2016 10:27:40
44BB190BC28A3964E053CF0A000AB546	8280	745	08/08/2016 01:43:13
44BB190BC28B3964E053CF0A000AB546	4046	420	11/08/2016 23:52:14
44BB190BC28C3964E053CF0A000AB546	7790	644	11/08/2016 13:21:43
44BB190BC28D3964E053CF0A000AB546	899	219	08/08/2016 03:46:04
44BB190BC28E3964E053CF0A000AB546	7766	324	10/08/2016 12:07:16
44BB190BC28F3964E053CF0A000AB546	6055	17	11/08/2016 10:14:41
44BB190BC2903964E053CF0A000AB546	1851	546	10/08/2016 03:32:20
44BB190BC2913964E053CF0A000AB546	5426	50	10/08/2016 05:39:55
44BB190BC2923964E053CF0A000AB546	4271	150	10/08/2016 05:06:07
44BB190BC2933964E053CF0A000AB546	8445	842	10/08/2016 21:42:54
44BB190BC2943964E053CF0A000AB546	7046	226	08/08/2016 09:17:00
44BB190BC2953964E053CF0A000AB546	1505	373	08/08/2016 16:39:11
44BB190BC2963964E053CF0A000AB546	4053	622	11/08/2016 02:22:58
44BB190BC2973964E053CF0A000AB546	4384	841	11/08/2016 19:34:36
44BB190BC2983964E053CF0A000AB546	9693	386	11/08/2016 03:27:40
44BB190BC2993964E053CF0A000AB546	5992	783	08/08/2016 06:25:17
44BB190BC29A3964E053CF0A000AB546	2201	391	10/08/2016 11:52:27
44BB190BC29B3964E053CF0A000AB546	6822	769	08/08/2016 15:00:56
44BB190BC29C3964E053CF0A000AB546	4180	255	11/08/2016 13:55:32
44BB190BC29D3964E053CF0A000AB546	5711	249	09/08/2016 01:13:53
44BB190BC29E3964E053CF0A000AB546	7248	484	11/08/2016 11:25:02
44BB190BC29F3964E053CF0A000AB546	9858	241	10/08/2016 08:48:14
44BB190BC2A03964E053CF0A000AB546	2127	182	11/08/2016 18:47:36
44BB190BC2A13964E053CF0A000AB546	4011	44	11/08/2016 10:16:46
44BB190BC2A23964E053CF0A000AB546	8106	155	11/08/2016 17:26:50
44BB190BC2A33964E053CF0A000AB546	3229	142	11/08/2016 07:55:19
44BB190BC2A43964E053CF0A000AB546	6259	647	10/08/2016 03:50:33
44BB190BC2A53964E053CF0A000AB546	1769	527	10/08/2016 10:44:59
44BB190BC2A63964E053CF0A000AB546	8826	123	09/08/2016 22:07:12
44BB190BC2A73964E053CF0A000AB546	9917	721	10/08/2016 11:43:15
44BB190BC2A83964E053CF0A000AB546	4363	131	08/08/2016 10:10:54
44BB190BC2A93964E053CF0A000AB546	6437	424	08/08/2016 07:48:49
44BB190BC2AA3964E053CF0A000AB546	5456	182	10/08/2016 06:30:34
44BB190BC2AB3964E053CF0A000AB546	7318	1	11/08/2016 07:24:55
44BB190BC2AC3964E053CF0A000AB546	9239	31	10/08/2016 04:18:16
44BB190BC2AD3964E053CF0A000AB546	5554	6	11/08/2016 15:27:13
44BB190BC2AE3964E053CF0A000AB546	9889	44	11/08/2016 14:37:15
44BB190BC2AF3964E053CF0A000AB546	4351	748	11/08/2016 02:28:32
44BB190BC2B03964E053CF0A000AB546	8748	607	10/08/2016 10:12:03
44BB190BC2B13964E053CF0A000AB546	3494	977	11/08/2016 20:20:25
44BB190BC2B23964E053CF0A000AB546	2138	649	09/08/2016 05:57:40
44BB190BC2B33964E053CF0A000AB546	519	45	09/08/2016 20:57:21
44BB190BC2B43964E053CF0A000AB546	9384	356	09/08/2016 08:18:04
44BB190BC2B53964E053CF0A000AB546	4995	55	08/08/2016 13:38:36
44BB190BC2B63964E053CF0A000AB546	6597	550	10/08/2016 17:04:12
44BB190BC2B73964E053CF0A000AB546	849	732	10/08/2016 03:03:03
44BB190BC2B83964E053CF0A000AB546	5229	871	08/08/2016 15:59:07
44BB190BC2B93964E053CF0A000AB546	3827	427	09/08/2016 21:03:54
44BB190BC2BA3964E053CF0A000AB546	3979	311	10/08/2016 22:48:35
44BB190BC2BB3964E053CF0A000AB546	7123	993	09/08/2016 14:35:20
44BB190BC2BC3964E053CF0A000AB546	433	759	11/08/2016 07:47:01
44BB190BC2BD3964E053CF0A000AB546	8799	783	08/08/2016 04:19:49
44BB190BC2BE3964E053CF0A000AB546	2956	862	09/08/2016 13:08:50
44BB190BC2BF3964E053CF0A000AB546	8813	55	08/08/2016 05:44:35
44BB190BC2C03964E053CF0A000AB546	531	649	10/08/2016 09:00:02
44BB190BC2C13964E053CF0A000AB546	5801	520	09/08/2016 22:05:44
44BB190BC2C23964E053CF0A000AB546	3076	398	09/08/2016 21:59:05
44BB190BC2C33964E053CF0A000AB546	7727	732	09/08/2016 14:49:51
44BB190BC2C43964E053CF0A000AB546	4313	612	11/08/2016 20:10:14
44BB190BC2C53964E053CF0A000AB546	497	764	08/08/2016 03:38:28
44BB190BC2C63964E053CF0A000AB546	8702	981	08/08/2016 11:06:25
44BB190BC2C73964E053CF0A000AB546	1676	380	11/08/2016 08:29:00
44BB190BC2C83964E053CF0A000AB546	1873	955	09/08/2016 15:34:56
44BB190BC2C93964E053CF0A000AB546	648	966	11/08/2016 03:34:30
44BB190BC2CA3964E053CF0A000AB546	5916	576	10/08/2016 01:56:36
44BB190BC2CB3964E053CF0A000AB546	7602	962	11/08/2016 18:53:31
44BB190BC2CC3964E053CF0A000AB546	9495	705	10/08/2016 20:02:59
44BB190BC2CD3964E053CF0A000AB546	2166	485	10/08/2016 21:36:57
44BB190BC2CE3964E053CF0A000AB546	8064	475	09/08/2016 11:37:33
44BB190BC2CF3964E053CF0A000AB546	7912	929	10/08/2016 04:35:11
44BB190BC2D03964E053CF0A000AB546	831	166	11/08/2016 09:02:31
44BB190BC2D13964E053CF0A000AB546	5026	49	09/08/2016 17:42:17
44BB190BC2D23964E053CF0A000AB546	8982	241	10/08/2016 09:58:59
44BB190BC2D33964E053CF0A000AB546	61	645	09/08/2016 22:40:04
44BB190BC2D43964E053CF0A000AB546	2674	899	11/08/2016 21:29:04
44BB190BC2D53964E053CF0A000AB546	9992	533	10/08/2016 18:42:35
44BB190BC2D63964E053CF0A000AB546	3513	381	09/08/2016 06:26:36
44BB190BC2D73964E053CF0A000AB546	6689	267	08/08/2016 23:55:34
44BB190BC2D83964E053CF0A000AB546	7631	677	09/08/2016 19:48:25
44BB190BC2D93964E053CF0A000AB546	4868	958	09/08/2016 05:40:07
44BB190BC2DA3964E053CF0A000AB546	3862	270	08/08/2016 11:37:27
44BB190BC2DB3964E053CF0A000AB546	2565	567	08/08/2016 01:26:34
44BB190BC2DC3964E053CF0A000AB546	2217	490	11/08/2016 06:22:13
44BB190BC2DD3964E053CF0A000AB546	1243	766	10/08/2016 10:20:21
44BB190BC2DE3964E053CF0A000AB546	4329	217	10/08/2016 10:02:33
44BB190BC2DF3964E053CF0A000AB546	6826	216	08/08/2016 01:44:27
44BB190BC2E03964E053CF0A000AB546	4201	158	11/08/2016 10:07:31
44BB190BC2E13964E053CF0A000AB546	6882	460	08/08/2016 18:48:25
44BB190BC2E23964E053CF0A000AB546	7970	846	11/08/2016 08:52:48
44BB190BC2E33964E053CF0A000AB546	3005	989	08/08/2016 00:43:44
44BB190BC2E43964E053CF0A000AB546	7434	285	10/08/2016 01:00:55
44BB190BC2E53964E053CF0A000AB546	7251	263	08/08/2016 20:22:45
44BB190BC2E63964E053CF0A000AB546	5012	489	09/08/2016 13:20:24
44BB190BC2E73964E053CF0A000AB546	7901	124	09/08/2016 04:44:26
44BB190BC2E83964E053CF0A000AB546	3026	784	10/08/2016 09:23:48
44BB190BC2E93964E053CF0A000AB546	9217	352	09/08/2016 22:17:16
44BB190BC2EA3964E053CF0A000AB546	2674	183	11/08/2016 08:06:25
44BB190BC2EB3964E053CF0A000AB546	3118	175	09/08/2016 16:12:48
44BB190BC2EC3964E053CF0A000AB546	5050	183	08/08/2016 11:10:24
44BB190BC2ED3964E053CF0A000AB546	9635	557	10/08/2016 05:27:31
44BB190BC2EE3964E053CF0A000AB546	227	965	11/08/2016 02:18:59
44BB190BC2EF3964E053CF0A000AB546	3270	849	08/08/2016 02:46:31
44BB190BC2F03964E053CF0A000AB546	8200	934	10/08/2016 19:46:52
44BB190BC2F13964E053CF0A000AB546	9935	473	09/08/2016 08:34:36
44BB190BC2F23964E053CF0A000AB546	3175	722	11/08/2016 18:25:30
44BB190BC2F33964E053CF0A000AB546	4534	610	11/08/2016 05:55:45
44BB190BC2F43964E053CF0A000AB546	6781	65	08/08/2016 02:48:39
44BB190BC2F53964E053CF0A000AB546	6769	612	08/08/2016 15:47:21
44BB190BC2F63964E053CF0A000AB546	4265	249	09/08/2016 20:52:43
44BB190BC2F73964E053CF0A000AB546	6270	688	11/08/2016 06:40:46
44BB190BC2F83964E053CF0A000AB546	7691	524	09/08/2016 19:36:12
44BB190BC2F93964E053CF0A000AB546	1631	117	11/08/2016 21:23:16
44BB190BC2FA3964E053CF0A000AB546	3283	123	10/08/2016 20:57:09
44BB190BC2FB3964E053CF0A000AB546	3040	915	11/08/2016 07:08:36
44BB190BC2FC3964E053CF0A000AB546	8215	585	11/08/2016 14:57:25
44BB190BC2FD3964E053CF0A000AB546	7763	765	11/08/2016 03:21:26
44BB190BC2FE3964E053CF0A000AB546	2307	183	08/08/2016 23:45:41
44BB190BC2FF3964E053CF0A000AB546	1457	640	08/08/2016 16:15:13
44BB190BC3003964E053CF0A000AB546	7213	449	08/08/2016 20:30:06
44BB190BC3013964E053CF0A000AB546	2416	953	10/08/2016 03:38:42
44BB190BC3023964E053CF0A000AB546	8485	589	09/08/2016 19:57:09
44BB190BC3033964E053CF0A000AB546	1603	157	10/08/2016 08:37:45
44BB190BC3043964E053CF0A000AB546	3121	646	11/08/2016 09:08:32
44BB190BC3053964E053CF0A000AB546	6602	757	10/08/2016 02:25:25
44BB190BC3063964E053CF0A000AB546	6362	500	10/08/2016 14:19:38
44BB190BC3073964E053CF0A000AB546	9350	453	09/08/2016 12:14:06
44BB190BC3083964E053CF0A000AB546	9494	657	09/08/2016 17:25:07
44BB190BC3093964E053CF0A000AB546	7150	772	09/08/2016 07:36:09
44BB190BC30A3964E053CF0A000AB546	9888	490	11/08/2016 21:23:47
44BB190BC30B3964E053CF0A000AB546	6677	405	08/08/2016 06:48:52
44BB190BC30C3964E053CF0A000AB546	5108	177	10/08/2016 20:19:27
44BB190BC30D3964E053CF0A000AB546	1761	464	08/08/2016 06:54:27
44BB190BC30E3964E053CF0A000AB546	4143	134	08/08/2016 22:08:42
44BB190BC30F3964E053CF0A000AB546	7510	437	10/08/2016 02:09:14
44BB190BC3103964E053CF0A000AB546	3102	866	10/08/2016 17:31:43
44BB190BC3113964E053CF0A000AB546	8967	81	08/08/2016 09:00:36
44BB190BC3123964E053CF0A000AB546	5468	671	08/08/2016 10:11:57
44BB190BC3133964E053CF0A000AB546	6450	956	10/08/2016 21:44:49
44BB190BC3143964E053CF0A000AB546	8671	837	08/08/2016 07:38:31
44BB190BC3153964E053CF0A000AB546	4307	828	10/08/2016 05:53:27
44BB190BC3163964E053CF0A000AB546	6609	823	11/08/2016 06:58:03
44BB190BC3173964E053CF0A000AB546	5569	836	08/08/2016 21:15:44
44BB190BC3183964E053CF0A000AB546	5972	51	10/08/2016 12:47:15
44BB190BC3193964E053CF0A000AB546	8799	686	11/08/2016 13:25:41
44BB190BC31A3964E053CF0A000AB546	8998	260	10/08/2016 02:18:00
44BB190BC31B3964E053CF0A000AB546	1141	612	11/08/2016 09:55:28
44BB190BC31C3964E053CF0A000AB546	4231	536	08/08/2016 15:28:47
44BB190BC31D3964E053CF0A000AB546	792	313	09/08/2016 10:41:12
44BB190BC31E3964E053CF0A000AB546	7975	378	08/08/2016 01:21:30
44BB190BC31F3964E053CF0A000AB546	7913	607	09/08/2016 04:03:07
44BB190BC3203964E053CF0A000AB546	6333	76	11/08/2016 19:49:34
44BB190BC3213964E053CF0A000AB546	533	308	09/08/2016 02:11:30
44BB190BC3223964E053CF0A000AB546	7439	907	11/08/2016 16:03:35
44BB190BC3233964E053CF0A000AB546	3158	776	11/08/2016 01:37:08
44BB190BC3243964E053CF0A000AB546	9837	447	11/08/2016 17:19:16
44BB190BC3253964E053CF0A000AB546	6302	759	10/08/2016 06:33:49
44BB190BC3263964E053CF0A000AB546	5799	290	09/08/2016 11:48:35
44BB190BC3273964E053CF0A000AB546	2409	510	08/08/2016 13:30:54
44BB190BC3283964E053CF0A000AB546	9226	458	08/08/2016 19:16:41
44BB190BC3293964E053CF0A000AB546	8367	348	09/08/2016 18:32:11
44BB190BC32A3964E053CF0A000AB546	5137	231	08/08/2016 12:03:39
44BB190BC32B3964E053CF0A000AB546	5897	933	11/08/2016 23:25:58
44BB190BC32C3964E053CF0A000AB546	1627	644	08/08/2016 16:02:19
44BB190BC32D3964E053CF0A000AB546	4413	430	09/08/2016 13:17:22
44BB190BC32E3964E053CF0A000AB546	6202	407	11/08/2016 22:17:57
44BB190BC32F3964E053CF0A000AB546	917	709	08/08/2016 06:53:34
44BB190BC3303964E053CF0A000AB546	9296	378	10/08/2016 16:08:27
44BB190BC3313964E053CF0A000AB546	3872	33	08/08/2016 11:11:53
44BB190BC3323964E053CF0A000AB546	4330	556	10/08/2016 03:13:15
44BB190BC3333964E053CF0A000AB546	1574	890	10/08/2016 14:59:53
44BB190BC3343964E053CF0A000AB546	7159	258	08/08/2016 13:14:28
44BB190BC3353964E053CF0A000AB546	430	905	10/08/2016 20:08:43
44BB190BC3363964E053CF0A000AB546	7609	147	08/08/2016 08:40:56
44BB190BC3373964E053CF0A000AB546	975	72	08/08/2016 18:07:50
44BB190BC3383964E053CF0A000AB546	9568	200	10/08/2016 18:54:38
44BB190BC3393964E053CF0A000AB546	3553	333	08/08/2016 21:02:19
44BB190BC33A3964E053CF0A000AB546	2126	852	11/08/2016 08:14:16
44BB190BC33B3964E053CF0A000AB546	8689	224	09/08/2016 12:31:13
44BB190BC33C3964E053CF0A000AB546	5597	946	11/08/2016 03:30:19
44BB190BC33D3964E053CF0A000AB546	6592	747	11/08/2016 07:01:23
44BB190BC33E3964E053CF0A000AB546	6503	878	11/08/2016 14:32:05
44BB190BC33F3964E053CF0A000AB546	3050	484	09/08/2016 08:11:34
44BB190BC3403964E053CF0A000AB546	983	381	10/08/2016 05:06:29
44BB190BC3413964E053CF0A000AB546	728	189	11/08/2016 02:57:12
44BB190BC3423964E053CF0A000AB546	2607	886	10/08/2016 07:26:51
44BB190BC3433964E053CF0A000AB546	3651	742	09/08/2016 11:00:39
44BB190BC3443964E053CF0A000AB546	3358	645	09/08/2016 15:12:13
44BB190BC3453964E053CF0A000AB546	3694	27	08/08/2016 10:55:55
44BB190BC3463964E053CF0A000AB546	367	276	08/08/2016 19:36:40
44BB190BC3473964E053CF0A000AB546	9244	702	10/08/2016 14:38:49
44BB190BC3483964E053CF0A000AB546	5330	411	08/08/2016 02:24:20
44BB190BC3493964E053CF0A000AB546	9918	403	10/08/2016 05:20:22
44BB190BC34A3964E053CF0A000AB546	5242	56	10/08/2016 07:48:36
44BB190BC34B3964E053CF0A000AB546	2502	428	10/08/2016 02:05:00
44BB190BC34C3964E053CF0A000AB546	9999	473	10/08/2016 22:55:52
44BB190BC34D3964E053CF0A000AB546	4134	234	11/08/2016 20:46:14
44BB190BC34E3964E053CF0A000AB546	7451	895	10/08/2016 08:51:20
44BB190BC34F3964E053CF0A000AB546	1949	29	11/08/2016 02:14:25
44BB190BC3503964E053CF0A000AB546	9370	687	08/08/2016 14:48:37
44BB190BC3513964E053CF0A000AB546	1057	230	08/08/2016 17:52:59
44BB190BC3523964E053CF0A000AB546	9879	631	11/08/2016 04:04:39
44BB190BC3533964E053CF0A000AB546	5783	65	10/08/2016 08:48:01
44BB190BC3543964E053CF0A000AB546	3364	785	11/08/2016 18:23:28
44BB190BC3553964E053CF0A000AB546	1590	615	08/08/2016 16:22:01
44BB190BC3563964E053CF0A000AB546	8864	336	08/08/2016 11:24:21
44BB190BC3573964E053CF0A000AB546	1473	782	09/08/2016 00:59:33
44BB190BC3583964E053CF0A000AB546	803	781	08/08/2016 16:25:59
44BB190BC3593964E053CF0A000AB546	7965	120	10/08/2016 22:08:34
44BB190BC35A3964E053CF0A000AB546	4259	470	08/08/2016 09:25:53
44BB190BC35B3964E053CF0A000AB546	1794	98	10/08/2016 12:39:58
44BB190BC35C3964E053CF0A000AB546	7419	512	10/08/2016 17:53:27
44BB190BC35D3964E053CF0A000AB546	3738	828	09/08/2016 23:17:19
44BB190BC35E3964E053CF0A000AB546	1134	336	09/08/2016 00:46:41
44BB190BC35F3964E053CF0A000AB546	6804	572	11/08/2016 09:32:23
44BB190BC3603964E053CF0A000AB546	1369	631	08/08/2016 22:11:59
44BB190BC3613964E053CF0A000AB546	7110	342	11/08/2016 05:53:03
44BB190BC3623964E053CF0A000AB546	337	18	09/08/2016 20:59:55
44BB190BC3633964E053CF0A000AB546	3255	902	09/08/2016 09:28:54
44BB190BC3643964E053CF0A000AB546	9169	414	08/08/2016 09:43:36
44BB190BC3653964E053CF0A000AB546	8907	757	08/08/2016 15:33:40
44BB190BC3663964E053CF0A000AB546	2236	79	09/08/2016 04:30:36
44BB190BC3673964E053CF0A000AB546	6279	533	09/08/2016 18:36:07
44BB190BC3683964E053CF0A000AB546	6631	999	10/08/2016 16:30:50
44BB190BC3693964E053CF0A000AB546	3769	827	09/08/2016 10:05:11
44BB190BC36A3964E053CF0A000AB546	1097	217	09/08/2016 15:40:30
44BB190BC36B3964E053CF0A000AB546	4024	508	09/08/2016 20:17:56
44BB190BC36C3964E053CF0A000AB546	5419	460	09/08/2016 22:46:51
44BB190BC36D3964E053CF0A000AB546	5670	505	11/08/2016 23:58:31
44BB190BC36E3964E053CF0A000AB546	9807	659	11/08/2016 16:53:24
44BB190BC36F3964E053CF0A000AB546	7877	265	10/08/2016 08:15:42
44BB190BC3703964E053CF0A000AB546	6547	337	09/08/2016 15:48:01
44BB190BC3713964E053CF0A000AB546	5551	309	08/08/2016 10:05:14
44BB190BC3723964E053CF0A000AB546	2932	800	10/08/2016 12:36:12
44BB190BC3733964E053CF0A000AB546	9032	88	08/08/2016 16:18:03
44BB190BC3743964E053CF0A000AB546	1664	144	08/08/2016 22:29:51
44BB190BC3753964E053CF0A000AB546	8820	728	09/08/2016 15:20:26
44BB190BC3763964E053CF0A000AB546	8102	459	11/08/2016 11:50:49
44BB190BC3773964E053CF0A000AB546	5886	458	09/08/2016 01:11:19
44BB190BC3783964E053CF0A000AB546	1619	205	10/08/2016 22:45:48
44BB190BC3793964E053CF0A000AB546	2229	416	11/08/2016 04:32:28
44BB190BC37A3964E053CF0A000AB546	299	318	09/08/2016 08:19:40
44BB190BC37B3964E053CF0A000AB546	866	932	08/08/2016 13:03:42
44BB190BC37C3964E053CF0A000AB546	4601	403	08/08/2016 01:37:58
44BB190BC37D3964E053CF0A000AB546	446	306	10/08/2016 09:10:25
44BB190BC37E3964E053CF0A000AB546	6312	708	10/08/2016 09:53:07
44BB190BC37F3964E053CF0A000AB546	7216	449	08/08/2016 22:20:07
44BB190BC3803964E053CF0A000AB546	4096	791	08/08/2016 11:18:04
44BB190BC3813964E053CF0A000AB546	7993	376	10/08/2016 21:20:08
44BB190BC3823964E053CF0A000AB546	8484	816	10/08/2016 03:57:50
44BB190BC3833964E053CF0A000AB546	1517	778	10/08/2016 21:30:14
44BB190BC3843964E053CF0A000AB546	9023	323	08/08/2016 11:17:54
44BB190BC3853964E053CF0A000AB546	9680	989	08/08/2016 01:55:04
44BB190BC3863964E053CF0A000AB546	3059	626	10/08/2016 04:26:20
44BB190BC3873964E053CF0A000AB546	2514	926	08/08/2016 03:13:20
44BB190BC3883964E053CF0A000AB546	54	442	08/08/2016 16:03:02
44BB190BC3893964E053CF0A000AB546	4764	310	11/08/2016 15:02:35
44BB190BC38A3964E053CF0A000AB546	4950	571	11/08/2016 23:32:32
44BB190BC38B3964E053CF0A000AB546	8548	23	11/08/2016 04:01:28
44BB190BC38C3964E053CF0A000AB546	5195	878	08/08/2016 12:53:30
44BB190BC38D3964E053CF0A000AB546	8780	239	10/08/2016 20:09:38
44BB190BC38E3964E053CF0A000AB546	8600	363	10/08/2016 21:40:43
44BB190BC38F3964E053CF0A000AB546	1347	13	09/08/2016 04:22:25
44BB190BC3903964E053CF0A000AB546	6155	937	09/08/2016 08:08:31
44BB190BC3913964E053CF0A000AB546	1492	973	09/08/2016 12:03:21
44BB190BC3923964E053CF0A000AB546	2662	415	08/08/2016 22:18:31
44BB190BC3933964E053CF0A000AB546	2849	276	10/08/2016 17:54:38
44BB190BC3943964E053CF0A000AB546	6289	344	09/08/2016 13:14:20
44BB190BC3953964E053CF0A000AB546	5365	7	11/08/2016 04:49:32
44BB190BC3963964E053CF0A000AB546	5159	422	08/08/2016 19:19:07
44BB190BC3973964E053CF0A000AB546	2520	846	08/08/2016 21:54:19
44BB190BC3983964E053CF0A000AB546	7300	166	11/08/2016 22:56:47
44BB190BC3993964E053CF0A000AB546	2721	386	11/08/2016 18:09:40
44BB190BC39A3964E053CF0A000AB546	3291	621	09/08/2016 12:20:32
44BB190BC39B3964E053CF0A000AB546	5020	625	09/08/2016 03:11:39
44BB190BC39C3964E053CF0A000AB546	2823	761	11/08/2016 22:40:59
44BB190BC39D3964E053CF0A000AB546	2276	140	09/08/2016 04:36:24
44BB190BC39E3964E053CF0A000AB546	4785	149	08/08/2016 21:17:16
44BB190BC39F3964E053CF0A000AB546	5222	415	08/08/2016 23:30:21
44BB190BC3A03964E053CF0A000AB546	5103	376	11/08/2016 03:18:25
44BB190BC3A13964E053CF0A000AB546	9270	387	11/08/2016 10:25:55
44BB190BC3A23964E053CF0A000AB546	5237	346	08/08/2016 09:53:24
44BB190BC3A33964E053CF0A000AB546	3239	421	09/08/2016 10:28:11
44BB190BC3A43964E053CF0A000AB546	3148	595	08/08/2016 03:26:11
44BB190BC3A53964E053CF0A000AB546	6109	787	11/08/2016 14:31:33
44BB190BC3A63964E053CF0A000AB546	9698	911	08/08/2016 10:03:20
44BB190BC3A73964E053CF0A000AB546	3742	764	08/08/2016 14:02:39
44BB190BC3A83964E053CF0A000AB546	983	994	10/08/2016 06:45:37
44BB190BC3A93964E053CF0A000AB546	4230	774	09/08/2016 01:01:15
44BB190BC3AA3964E053CF0A000AB546	4730	241	10/08/2016 04:01:19
44BB190BC3AB3964E053CF0A000AB546	7734	199	11/08/2016 02:10:56
44BB190BC3AC3964E053CF0A000AB546	7978	853	11/08/2016 20:46:33
44BB190BC3AD3964E053CF0A000AB546	4816	826	08/08/2016 04:29:52
44BB190BC3AE3964E053CF0A000AB546	6423	597	09/08/2016 10:14:05
44BB190BC3AF3964E053CF0A000AB546	221	838	11/08/2016 16:57:37
44BB190BC3B03964E053CF0A000AB546	1993	448	08/08/2016 05:43:57
